id	content_type	sentence
9824	other	tenpo pi kasi kule li open lon tenpo seme?
9825	other	lipu sina pi tawa ma ante li jo ala e wawa lon tenpo kama seme?
9826	other	mi mute li tawa lon tenpo seme?
9827	other	mi mute li open lon tenpo seme?
9828	other	nasin la sina kama lape lon tenpo seme?
9829	other	tenpo seme la sina pali?
9830	other	tenpo seme la sina sitelen?
9831	other	tenpo ale ni: mi lukin tawa poka ona, la ona li lukin tawa weka e mi.
9832	other	mije li lape pini la ona taso li kama supa lon nena.
9833	other	ona li lili tenpo la ona li pali mute.
9834	other	kama tomo mi la jan sama meli lili mi li kalama e ilo musi Kitawa.
9835	other	mi tawa insa pi esun pi telo wawa la mije tu li lukin e musi utala lon ilo pi sitelen tawa.
9836	other	tenpo kama ni: mi kama jan suli, la mi kama meli pi jan Ton.
9837	other	mi lape la ale li pona.
9838	other	mi open e lupa pi poki lete la, kili loje li kama anpa.
9839	other	tenpo seme li tenpo suno pi mama meli?
9840	other	"mi kama sona e toki pona, la mi awen sona e ni: jan Tasan li toki: ""mi jan Tasan, sina jan Sane""."
9841	other	tenpo pi lili mi la mi lukin e sitelen pona. akesi linja li moku e soweli suli.
9842	other	mi mute li moku lon tenpo seme?
9843	other	tenpo seme li tenpo suno pi mama meli?
9844	other	pimeja li kama la, jan lili li pilin ike li pana e telo pi sike lukin.
9845	other	tomo tawa pi tenpo open suno pi nanpa wan li kalama e kama ona li tawa pona tawa pini ona la jan mute li lon li wile tawa.
9846	other	jan ike li kute e mu pi soweli Kane, la ona li tawa weka.
9847	other	soweli li mu li weka e jan ike.
9848	other	soweli li mu li weka e jan ike.
9849	other	jan pi nanpa wan li olin e jan pi nanpa tu. jan pi nanpa tu li olin e jan pi nanpa wan. jan tu ni li sona e nanpa tu taso.
9850	other	sina moku e kala pipi lili lon tenpo seme?
9851	other	kili ma Potato li kama ma Nijon lon tenpo seme?
9852	other	jan li pali e nasin lili sewi ni lon tenpo seme?
9853	other	mi ali li nasa. mi sona e ni la mi sona e ali.
9854	other	tenpo seme li kama e kasi Tepomo tawa ma Nijon.
9855	other	tenpo seme la ni li kama pini?
9856	other	sina telo e sijelo sina lon tenpo seme?
9857	other	tenpo seme la sina telo e sijelo sina?
9858	other	sina pakala e jan la, sina pakala kin e sina.
9859	other	ilo open mi li lon seme?
9860	other	poki len sina li lon seme?
9861	other	supa moku sike li lon seme?
9862	other	meli mute sin li lon seme?
9863	other	jan mama tu li lon seme?
9864	other	soweli Lupo li lon seme?
9865	other	ona tu li lon seme?
9866	other	jan Ton en jan Mewi li lon seme?
9867	other	jan Ton en jan Mewi li wile tawa seme?
9868	other	sina tawa seme, mama o?
9869	other	ni li kama tawa seme?
9870	other	jan pona sina li lon seme?
9871	other	sina lon seme?
9872	other	mi ken alasa e sona sin pi ijo ni lon seme?
9873	other	jan li ken alasa e sitelen pi ma Elopa lon seme?
9874	other	ona li kama sona e toki Epelanto lon seme?
9875	other	ona li kama sona e ni lon seme?
9876	other	ale li open lon ni?
9877	other	jan So li tawa seme?
9878	other	jan Ton li alasa esun e lipu ni lon seme?
9879	other	jan Ton li wile tawa seme?
9880	other	sina esun e kasi lon seme?
9881	other	sina pana e moku tawa ona lon seme?
9882	other	sina alasa e tomo tawa ni lon seme?
9883	other	"""sina moku e moku pi insa tenpo suno lon seme?"" ""lon tomo moku."""
9884	other	sina kama sona e toki Epanja lon seme?
9885	other	sina kama sona e toki Kanse lon seme?
9886	other	tenpo sike pini la sina jo e tomo lon seme?
9887	other	tenpo pini la sina jo e tomo lon seme?
9888	other	sina pana e lipu mi lon seme?
9889	other	sina pana e ijo mute lon seme?
9890	other	sina lukin e ona lon seme?
9891	other	sina mute li jo e tomo lon seme?
9892	other	tomo pi sina mute li lon seme?
9893	other	tenpo ni la ona li jo e tomo lon seme?
9894	other	tomo pi jan Ton li lon seme?
9895	other	jan pona sina li kama tan lon seme?
9896	other	pilin pi meli mama sina la sina li lon seme?
9897	other	tomo ona li lon seme?
9898	other	tomo pi sina mute li lon seme?
9899	other	tomo sina li lon seme?
9900	other	tenpo ni la sina jo e tomo lon seme?
9901	other	tenpo ni la tomo sina li lon seme?
9902	other	tenpo ni la tomo sina li lon seme?
9903	other	sina sitelen toki e lipu suli sina lon seme?
9904	other	sina pana e ona lon seme a?
9905	other	tenpo esun ni la sina lon seme?
9906	other	ma Sasali li lon seme?
9907	other	ma tomo Pasen li lon seme?
9908	other	kulupu mama pi meli ni li lon seme?
9909	other	tomo ona li lon seme?
9910	other	tomo pi meli ni li lon seme?
9911	other	ilo sitelen mi li lon seme?
9912	other	ma tomo Pali li lon seme?
9913	other	tomo telo li lon seme?
9914	other	nasin lili sewi li lon seme?
9915	other	nasin pi sewi telo li lon seme?
9916	other	lipu tenpo li lon seme?
9917	other	tomo mani li lon seme?
9918	other	tomo pi pona sijelo li lon seme?
9919	other	waso telo musi ko li lon seme?
9920	other	linja tomo tawa li lon seme?
9921	other	tomo tawa ni li tawa seme?
9922	other	lipu pi tenpo suno ni li lon seme?
9923	other	jan To li tawa e ma seme?
9924	other	tenpo ni la jan Ton li lon seme?
9925	other	tomo pi jan Ton li lon seme?
9926	other	soweli Kane sina li lon seme?
9927	other	jan pona sina li kama tan lon seme?
9928	other	tomo sina li lon seme?
9929	other	meli sama sina li lon seme?
9930	other	lon seme?
9931	other	ma Sasali li lon seme?
9932	other	tomo pi jan Lowi li lon seme?
9933	other	mije sama mi li lon seme?
9934	other	seme la kon pona mi li lon?
9935	other	ilo toki mi li lon seme?
9936	other	len mi li lon seme?
9937	other	jan lawa li lon seme?
9938	other	pan li lon seme?
9939	other	telo walo mu li lon seme?
9940	other	telo walo pi soweli Kawa li lon seme?
9941	other	ilo toki li lon seme?
9942	other	tenpo ni la jan Ton li lon seme?
9943	other	tomo pi jan Ton li lon seme?
9944	other	tomo pali pi jan Ton li lon seme?
9945	other	ilo tenpo pi jan Ton li lon seme?
9946	other	tomo lape sina li lon seme?
9947	other	ilo toki sina li lon seme?
9948	other	"""sina lon ma seme?"" ""mi lon tomo pi jan Ton"""
9949	other	sinpin pi tenpo pimeja ni la sina lon seme?
9950	other	jan Ton li wile e pona sina la sina lon seme?
9951	other	lipu seme li sina?
9952	other	kule seme li pona tawa sina?
9953	other	sina kama tan ma seme?
9954	other	soweli Kane sina li seme?
9955	other	len lawa seme li jo sina?
9956	other	ma Nijon anu ma Peson li suli mute?
9957	other	mije seme pi mije mute li mije sama sina?
9958	other	seme li ijo mi?
9959	other	jan seme pi kulupu ni li suli?
9960	other	len noka anpa pi lili mute li seme?
9961	other	len noka seme li lili mute?
9962	other	kulupu seme li jo e sina?
9963	other	poka seme pi kon sewi li lon awen suno?
9964	other	mi toki kepeken ilo toki la meli li kama lukin e mi.
9965	other	sina lili kin. sina o tawa a!
9966	other	ona li jan seme?
9967	other	mije mute ni li jan seme?
9968	other	sina pilin monsuta tan jan seme?
9969	other	sina jan seme li pali e seme lon ni?
9970	other	sina wile lukin e jan seme?
9971	other	sina mute li jan seme?
9972	other	sina jan seme?
9973	other	jan seme li moku e sina?
9974	other	jan seme li pakala e ilo pi pali telo Kape?
9975	other	jan seme li pakala e ni?
9976	other	jan seme li pali e tomo sina?
9977	other	jan seme li pana e kiwen mani jelo lon lupa ma ni?
9978	other	jan seme li kalama e nimi pi ona mute?
9979	other	jan seme li ken pona e ike ni?
9980	other	jan seme li ken weka e ni lon sona ona?
9981	other	jan seme li ken olin ala e sina?
9982	other	ona li lukin e jan seme?
9983	other	jan seme li pali e ona?
9984	other	sina moli e jan seme?
9985	other	sina lukin e jan seme lon ni? - mi lukin e jan Ton lon ni.
9986	other	jan seme li jo e ni?
9987	other	sina wile tawa poka jan seme?
9988	other	jan seme kin li sona e ni?
9989	other	jan seme li pakala e sinpin lawa pi jan Ton?
9990	other	jan seme li pana e ni tawa sina?
9991	other	jan seme li jo e ilo open pi tomo ni?
9992	other	seme li wile pana e pona tawa ona?
9993	other	jan seme li jan lawa?
9994	other	pona sina la mi toki tawa jan seme?
9995	other	ni li jan seme?
9996	other	jan seme li lon?
9997	other	jan seme li lon ni?
9998	other	meli li jan seme?
9999	other	mije sama sina li seme?
10000	other	jan seme li meli sina?
10001	other	jan seme li moli e jan Ton?
10002	other	lukin e lipu li pona tawa jan seme?
10003	other	jan seme li kute e jan Ton?
10004	other	jan seme li tawa poka mi?
10005	other	sina toki tawa jan seme?
10006	other	jan seme li wile e ijo ni?
10007	other	jan seme li tawa weka?
10008	other	jan seme li sona e ona?
10009	other	"""jan seme li lukin e sina lon ni?"" - ""jan Ton li lukin e mi lon ni."""
10010	other	jan seme li jo e ona?
10011	other	jan seme li lawa e tomo tawa ni?
10012	other	jan seme li jo e tomo tawa ni?
10013	other	jan seme li pali e sona ni?
10014	other	jan seme li jo e lipu ni?
10015	other	lipu ni li lipu pi jan seme?
10016	other	mama sina li seme?
10017	other	poki ni li pi jan seme?
10018	other	lipu sona ni li pi jan seme?
10019	other	tenpo ni li tawa jan seme?
10020	other	jan seme li jo e telo nasa Win ni?
10021	other	jan seme li nanpa wan?
10022	other	jan seme li lawa e tomo tawa?
10023	other	jan seme li kama e ni: pali li kama pona?
10024	other	mi wile toki tawa jan seme?
10025	other	jan seme li ken kepeken pona e toki Tosi?
10026	other	meli ni li jan seme?
10027	other	jan poka jan Ton li seme?
10028	other	jan seme li lawa?
10029	other	jan seme li wile moku e telo?
10030	other	jan seme li kama jo ike e ilo open mi?
10031	other	tenpo pini la jan seme li tawa lon telo?
10032	other	jan seme li pana e sona pi toki Kanse tawa sina?
10033	other	jan seme li pana sona e tawa musi tawa sina?
10034	other	jan seme li toki tawa sina e ni: nimi mi li Ton?
10035	other	jan seme li pini e suno?
10036	other	jan seme li weka?
10037	other	jan seme li wile e pan suwi?
10038	other	jan seme li wile e telo pi lape ala?
10039	other	jan li wile kama jo e kiwen mani, la ona li wile tawa lon telo tawa noka pi anpa suli.
10040	other	jan ni li jan seme?
10041	other	jan seme li poka sina?
10042	other	mi wile sona e jan mama mama mama mama pi jan lili ona.
10043	other	jan seme li awen e soweli Kane sina?
10044	other	jan seme li pana e mani tawa pali?
10045	other	tenpo pimeja ni la sina moku poka jan seme?
10046	other	jan seme li sitelen e ni?
10047	other	soweli lili li suwi mute tan seme?
10048	other	tan seme la soweli tomo li lon ala ni?
10049	other	sina lon ala tan seme?
10050	other	sina lon ma tomo Pasen ala tan seme?
10051	other	tan seme la soweli tomo li lon ni?
10052	other	jan pi toki Epelanto mute mute li lon ijo Tatojepa. tan li seme?
10053	other	ona mute li pilin utala tan seme?
10054	other	sina pilin monsuta tan seme?
10055	other	tan seme la sina pilin monsuta?
10056	other	sina kepeken ala len pi noka anpa tan seme?
10057	other	sina moku e telo tan seme?
10058	other	sina kama sona e toki Kanse tan seme?
10059	other	sina poka ala mi tan seme?
10060	other	sina pali mute mute tan seme?
10061	other	sina lon ni kin tan seme?
10062	other	tan seme la sina lon ni kin?
10063	other	mi ken ala tawa insa tan seme?
10064	other	ken la mi ike tawa sina. taso mi wile ala ante.
10065	other	tan seme la sina ken ala sama ona?
10066	other	sina ken ala lukin e ni tan seme?
10067	other	sina ken ala awen tan seme?
10068	other	jan Atan li moku e kili pi ken ala tan seme?
10069	other	jan Tan li moli e sama tan seme?
10070	other	tan seme la jan Nowa li moli ala e pipi Mokito tu ni?
10071	other	sina pona ala e jan Ton tan seme?
10072	other	sina tawa ala tan seme?
10073	other	sina toki ala e ni tan seme?
10074	other	suwi li ike tawa sina. sina toki ala e ni tawa mi tan seme?
10075	other	ni li kama tan seme?
10076	other	tan seme la ona li utala e sina?
10077	other	jan Ton li alasa esun e ona. tan li seme?
10078	other	tan seme la jan Ton li esun e ona?
10079	other	sina kama tan seme?
10080	other	jan Ton o! sina pali e ona tan seme?
10081	other	"""sina pali e ijo ni tan seme?"" ""mi sona ala."""
10082	other	jan Ton o, sina pali e ni tawa ona tan seme? ona li olin e sina a!
10083	other	sina open e poki tan seme?
10084	other	tan seme la sina moli e jan Ton kepeken moku moli?
10085	other	ijo li lon tan seme?
10086	other	jan ala li pana e pona tawa mi tan seme?
10087	other	jan Ton il wile moli e sina tan seme?
10088	other	mi pilin nasa tan seme?
10089	other	mi wile pali e ni tan seme?
10090	other	mi sona ala e ni tan seme?
10091	other	mi seli e kili ma lon tenpo mute ala tan seme? tan ni: seli pi kili ma li ike. ona li wile e tenpo ale a.
10092	other	mi pali ala e ni: sina ken lukin e ona. tan seme?
10093	other	mi mute li open lon open ala tan seme?
10094	other	sina moku ala e soweli Poku tan seme?
10095	other	sina tawa ala ma tomo Pasen tan seme?
10096	other	tan seme la sina sike ala e mi kepeken luka tu sina?
10097	other	tan seme la tawa lukin la sina pilin pi pona lili, mi pilin pi pona mute?
10098	other	sina pilin ala e ni tan seme?
10099	other	jan li kule e linja ona tan seme?
10100	other	sina ike tawa sina tan seme?
10101	other	sina wile alasa esun e lipu sona ni tan seme?
10102	other	sina wile pali e ni tan seme?
10103	other	sina wile pakala e ona tan seme?
10104	other	sina wile moli e mi tan seme?
10105	other	sina wile sona e ni tan seme?
10106	other	sina wile kama sona e toki Potuke tan seme?
10107	other	sina pali lon ni tan seme?
10108	other	toki Epelanto li suli tan seme?
10109	other	tan seme la jan ale li lukin e mi mute?
10110	other	tan seme la mije ni li pilin utala?
10111	other	mun Kala li jo e kule laso tan seme?
10112	other	tan seme la meli ni li pilin utala?
10113	other	lupa li open tan seme?
10114	other	tomo tawa kon li kama ala tan seme?
10115	other	ni li musi tan seme?
10116	other	jan Ton li lon ala tan seme?
10117	other	tenpo suno ni la, jan Ton li kepeken len pona tan seme?
10118	other	jan Ton li awen, tan seme?
10119	other	tan seme la sina len ala e sina kepeken ona?
10120	other	tan seme la telo li selo e jan ale?
10121	other	mi wile pana e mani tawa sina tan seme?
10122	other	jan Ton li pali e ni tan seme?
10123	other	jan Ton li lon ala ni tan seme?
10124	other	jan Ton li pilin monsuta tan seme?
10125	other	tenpo suno pini la sina lon ala lon tomo sona. tan seme?
10126	other	sina kute ala tan seme?
10127	other	tan seme? ijo li ike ala ike?
10128	other	tan seme? ijo li ike anu seme?
10129	other	tan seme la jan ala li pana e pona tawa mi mute?
10130	other	sina wile ala awen e mi tan seme?
10131	other	mi mute li wile e ni tan seme?
10132	other	tenpo kama lili la ona li kama ala kama pona?
10133	other	tenpo suno kama la mi en jan pona mi li kama jo e telo pimeja anu seme?
10134	other	tenpo suno kama la mi en jan pona mi li moku ala moku e telo wawa?
10135	other	ni li ike ala ike tawa sina: mi open e ilo pi sitelen tawa?
10136	other	telo li kama lon sinpin pi tenpo pimeja ni anu seme?
10137	other	ijo ante sin li lon anu seme?
10138	other	tenpo suno kama la ona li ken kama anu seme?
10139	other	ona mute li tawa ala tawa poka sama?
10140	other	tenpo suno kama la sina lon ala lon tomo sina?
10141	other	tenpo suno kama la sina lon ni ala ni?
10142	other	tenpo pimeja kama la sina lon tomo anu seme?
10143	other	sina ken ala ken tawa e mi lon tomo tawa sina?
10144	other	sina pana ala pana e nanpa pi ilo toki sina tawa mi?
10145	other	sina pana e nanpa pi ilo toki sina tawa mi anu seme?
10146	other	"""sina wile jo e wan sin pi pan suwi anu seme?"" ""wile, o pana."""
10147	other	mi wile sitelen sin e lipu kepeken toki ante. sina pona ala pona e mi lon pali ni?
10148	other	sina pana e mani anu seme?
10149	other	sina wile pana e mani anu seme?
10150	other	mi ken ala ken lukin e ni: sina kama jo e ni lon esun?
10151	other	sina ken pana e pona ni tawa mi anu seme: sina sitelen e lipu ni kepeken nena sitelen?
10152	other	sina wile ala wile pali kepeken ni?
10153	other	kon tawa tan telo suli li kon telo.
10154	other	luka waso li sama e lawa jan.
10155	other	tenpo lete li kama.
10156	other	linja kiwen li tawa e wawa laso.
10157	other	o wile e nasa pona tawa mi.
10158	other	o wile e ni: mi jo e nasa pona.
10159	other	mun li jo ala e kon. tan ni la, mun li jo ala e kon tawa anu kalama.
10160	other	ale li lon ala poka ala telo.
10161	other	meli li awen li kama jo esun e len lawa.
10162	other	meli li pona lukin.
10163	other	meli li jan.
10164	other	meli li pilin mute.
10165	other	sina kama lukin e mi lon sike esun kama anu seme?
10166	other	kasi kiwen li seli kepeken wawa lili.
10167	other	kasi li ken awen lon telo, taso tenpo ala la ona li kama akesi.
10168	other	ona li jo ala e nimi.
10169	other	pali jan li ken e ni: jan li ken pali e wile ona.
10170	other	mi uta e sina, la ni li pona anu seme?
10171	other	ni li pona ala pona tawa sina?
10172	other	o pana tawa mi e telo lon poki. pona!
10173	other	o pali e sitelen ma tawa mi.
10174	other	sina pana e moku pi telo lete tawa mi anu seme?
10175	other	sina wile ala wile moku e telo sin?
10176	other	sina wile ala wile e telo sin?
10177	other	sina wile e telo walo pi soweli Kawa e ko suwi anu seme?
10178	other	sina wile ala wile e moku telo sin?
10179	other	sina wile e ni: sina jo mute anu seme?
10180	other	sina wile moku e ijo anu seme?
10181	other	sina wile ala wile kama sona e toki Kanse?
10182	other	sina wile ala wile toki e mama meli?
10183	other	mi ken ala ken lukin?
10184	other	mi pini e kalama tawa, la ni li ike tawa sina anu seme?
10185	other	sina ken toki pi wawa mute anu seme?
10186	other	o pini kalama musi.
10187	other	o pini toki musi.
10188	other	sina sitelen e mi kepeken ilo ni anu seme?
10189	other	a! ni li sina anu seme? sina pona lukin mute.
10190	other	pona!
10191	other	a! meli ni li pona lukin mute!
10192	other	o sitelen e ale.
10193	other	o sitelen e ona!
10194	other	tenpo mute la jan sitelen li kepeken e lipu nimi ale.
10195	other	o sitelen e ijo!
10196	other	o sitelen e lipu lon tenpo kama poka!
10197	other	o sitelen e ni lon toki Inli.
